,1923,1924,1925,1927,1928,1929,1930,1933,1936,1940,1942,1944,1947,1949,1950,1952,1955,1957,1959,1960,1965,1970,1973,1978,1983,1989,1993,1995,1998
1,9.19,9.37,9.62,10.66,11.00,11.35,11.55,12.49,14.41,15.47,16.24,17.52,18.18,18.81,19.13,19.76,20.44,20.98,21.51,21.78,23.36,24.63,25.2,26.41,27.56,28.73,29.81,30.52,31.44
10,8.75,8.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,8.3,8.39,8.59,9.11,9.25,9.39,9.4,9.43,10.17,10.45,10.48,10.5,10.62,,,,,,,,,,,,,,,,
101,11.32,11.62,12.04,13.05,13.28,13.5,13.99,14.55,17.05,18.76,19.61,20.96,21.93,22.68,23.06,23.81,24.61,25.28,25.95,26.28,28.55,30.3,31.63,33.5,36.82,39.81,41.25,41.6,42.27
102,6.03,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,12.06,12.26,12.78,13.44,13.82,14.2,14.54,15.4,17.1,18.46,19.17,20.31,21.08,21.71,22.03,22.66,23.4,24.00,24.59,24.89,26.41,27.62,28.24,29.36,30.71,32.36,34.03,34.57,34.76
104,6.62,6.67,6.76,6.97,7.04,7.1,7.12,7.14,7.17,7.19,7.2,,,,,,,,,,,,,,,,,,
105,10.33,10.5,10.76,11.35,11.68,12,12.2,12.79,14.01,14.93,15.05,,,,,,,,,,,,,,,,,,
106,6.77,6.88,7.01,7.47,7.58,7.69,7.72,7.93,7.99,8.01,8.01,8.02,,,,,,,,,,,,,,,,,
107,7.22,7.31,7.45,7.72,7.81,7.9,7.91,7.93,7.95,8.01,8.04,8.06,,,,,,,,,,,,,,,,,
108,6.28,6.33,6.42,6.62,6.76,6.9,6.97,7.03,7.07,7.09,7.1,,,,,,,,,,,,,,,,,,
109,11.81,12.12,12.78,13.34,13.67,14,14.39,15.5,17.3,18.71,19.4,20.56,21.68,22.45,22.84,23.61,24.72,25.68,26.64,27.12,29.65,31.7,32.82,34.68,36.82,39.23,41.44,41.79,42.57
11,10.92,11.13,11.3,11.85,12.15,12.45,12.55,12.99,13.86,14.68,15.11,15.83,16.38,16.78,16.98,17.37,,,,,,,,,,,,,
110,7.61,7.65,7.9,8.17,8.36,8.55,8.62,8.78,9.2,9.3,9.31,9.41,9.51,,,,,,,,,,,,,,,,
111,4.99,5.2,5.28,5.48,5.69,5.9,5.92,5.93,5.98,6.03,6.06,,,,,,,,,,,,,,,,,,
112,6.45,6.47,6.52,6.97,7.09,7.21,7.22,7.24,7.27,7.28,7.28,7.28,,,,,,,,,,,,,,,,,
113,9.39,9.61,9.77,10.41,10.73,11.05,11.1,11.79,13.31,14.48,14.79,15.13,15.42,15.48,15.51,15.57,,,,,,,,,,,,,
114,8.99,9.22,9.58,10.01,10.30,10.6,10.81,11.59,12.96,13.53,,,,,,,,,,,,,,,,,,,
115,11.42,11.58,12.29,12.85,13.12,13.4,13.84,14.75,15,15.04,15.07,15.23,15.32,,,,,,,,,,,,,,,,
116,9.19,9.47,9.82,10.41,10.72,11.03,11.14,11.39,11.92,12.84,13.11,13.49,14.02,14.54,14.80,15.32,16,,,,,,,,,,,,
117,11.66,11.77,12.09,13,13.28,13.55,13.79,14.6,16.3,17.32,17.6,,,,,,,,,,,,,,,,,,
118,6.57,6.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,11.56,11.82,12.34,13.24,13.52,13.8,14.39,15,16.9,18.51,19.39,20.81,21.68,22.49,22.90,23.71,25.29,26.75,28.22,28.95,32.7,35.18,36.26,38.63,39.87,42.36,45.2,45.21,45.89
12,7.91,8.09,8.29,8.51,8.62,8.74,8.76,8.78,8.79,8.81,8.83,8.86,,,,,,,,,,,,,,,,,
120,9.64,9.66,9.92,10.26,10.38,10.5,10.51,11.04,11.57,11.84,12,,,,,,,,,,,,,,,,,,
121,6.33,6.4,6.47,6.72,6.80,6.88,6.9,6.92,7.23,7.41,7.45,7.47,,,,,,,,,,,,,,,,,
122,12.45,12.85,13.43,14.29,14.57,14.85,15.44,17.11,19.59,21.45,22.72,24.84,25.89,26.87,27.36,28.35,29.68,30.78,31.87,32.42,34.94,36.57,37.81,40.1,41.64,43.35,44.96,45.17,45.2
123,9.19,9.42,9.72,10.36,10.54,10.71,,,,,,,,,,,,,,,,,,,,,,,
124,8.1,8.19,8.29,8.56,8.74,8.92,9.05,9.43,10.32,11,11.28,11.7,11.97,12.19,12.30,12.53,12.64,12.67,12.70,12.72,,,,,,,,,
125,8.85,8.93,9.13,9.66,9.79,9.91,,,,,,,,,,,,,,,,,,,,,,,
126,6.62,6.67,6.96,7.32,7.46,7.6,7.67,8.18,9.22,9.95,10.28,10.8,11.22,11.40,11.49,11.68,11.78,11.82,11.86,11.88,,,,,,,,,
127,6.47,6.62,6.76,7.07,7.32,7.57,7.58,7.59,7.59,7.6,7.6,,,,,,,,,,,,,,,,,,
128,7.17,7.31,7.55,7.92,8.04,8.15,8.16,8.16,8.17,8.17,8.17,8.17,,,,,,,,,,,,,,,,,
129,7.66,7.99,8.05,8.31,8.39,8.47,8.52,8.59,8.6,8.6,8.6,,,,,,,,,,,,,,,,,,
13,9.74,9.91,10.07,10.61,10.88,11.15,11.3,11.79,12.76,13.48,,,,,,,,,,,,,,,,,,,
130,8.1,8.24,8.59,9.11,9.43,9.75,9.86,11.09,11.97,13.24,13.7,,,,,,,,,,,,,,,,,,
131,9.19,9.37,9.53,10.11,10.30,10.5,10.61,10.74,12.02,12.64,12.94,13.49,14.22,14.60,14.79,15.17,15.4,15.50,15.59,15.64,15.87,,,,,,,,
132,9.59,9.81,10.02,10.66,10.83,11,11.05,11.07,11.08,11.08,,,,,,,,,,,,,,,,,,,
133,10.63,10.79,11.06,11.7,12.02,12.35,12.65,13.49,15.21,16.57,17.23,18.32,19.23,19.94,20.30,21.01,21.97,22.82,23.67,24.1,26.71,28.76,29.94,,,,,,
134,8.4,9.03,9.18,9.91,10.16,10.4,10.5,10.53,10.82,10.85,,,,,,,,,,,,,,,,,,,
